genes	logFC	logCPM	LR	PValue	FDR
S100B	1.36867426300613	10.0530386849287	28782.33889888	0	0
FZD3	1.36824805247655	9.66809571127312	12906.3471218004	0	0
TRPM3	1.36126831968571	9.55998373749078	11519.3047002957	0	0
CHRNA1	1.3580171808978	9.57467343546639	8860.70126483619	0	0
TMEM178A	1.35729622221196	9.59401302570831	11078.5424639182	0	0
CPNE4	1.35653528853206	9.55228999866272	11877.1539373762	0	0
KCNQ2	1.35310567809266	9.68908086784989	13233.9295146785	0	0
PRR7	1.34736792162697	9.61955990093205	11271.6282012665	0	0
KIF21A	1.34531940343175	9.70409542105432	13544.4001666785	0	0
FHL1	1.34236542558554	9.78804041425777	16403.6078439521	0	0
PCDH17	1.3410096716394	9.68137138541415	12742.854976032	0	0
KLHDC8A	1.33582354129891	9.63588662953834	11410.3602054584	0	0
CNR1	1.33381822881934	9.59807217087167	10700.1536512626	0	0
EDNRB	1.33370947121453	9.63596903601473	11372.9562015992	0	0
COL9A3	1.33307536472066	9.64728951100969	11557.7944868932	0	0
PDGFA	1.33263972334905	9.64933594338049	11679.7689143689	0	0
FXYD6	1.33239943513156	9.90326251254613	20610.6294679678	0	0
TRIM9	1.33173174470628	9.71822709283457	13702.244460631	0	0
PPP2R2B	1.33017609205383	9.64341320922901	11484.6296925028	0	0
PRRX1	1.32864169637765	9.6152391172358	10853.7234028425	0	0
FIBIN	1.32764040372677	9.67283487642481	12220.4230229664	0	0
TUBB2B	1.32706718018457	10.1544659552617	27941.3485811559	0	0
DPP6	1.32576454665555	9.6499259742512	11563.900711635	0	0
RNF180	1.3227604925458	9.61597862308995	10762.1746774555	0	0
ATP6V0E2	1.32254772624581	9.84638050863783	18044.2552507705	0	0
FKBP10	1.32047844932792	9.67096403196377	12024.7848732039	0	0
FJX1	1.31943746126122	9.62544172838376	10882.9006394523	0	0
PPIC	1.31914758319953	9.58261338867332	10364.7572445813	0	0
ZFHX4	1.31751825893314	9.58399381604336	10336.3995156044	0	0
C6orf15	1.30792219575074	9.54023696528429	10534.5554783607	0	0
ARHGEF26	1.3033004618098	9.60125393854198	10206.3797142596	0	0
NLRP1	1.30250998443008	9.74097186690266	13778.6341497765	0	0
ID3	1.30099441302059	9.77220728589948	8842.26102196434	0	0
DPF3	1.29708117288665	9.58554365766259	9989.8769308129	0	0
DDAH1	1.29289949431493	9.61455125776777	10215.9185717201	0	0
PON2	1.29261754449996	9.8928673450737	18894.5634801661	0	0
RPH3A	1.29129956900107	9.55639548464753	10382.6170640559	0	0
IGFBP3	1.28820145872142	9.72550913319844	6774.68871697672	0	0
PIFO	1.28761362058197	9.56039450502065	9158.87467687936	0	0
KIF9	1.28582686848351	9.62097742716652	10204.9111649113	0	0
SPARCL1	1.28448584533283	9.97448925029239	14070.3300420576	0	0
SMARCD3	1.28387720096202	9.65443664144098	10891.7739469647	0	0
TRIM47	1.28325970265966	9.63723152116067	10484.1266051302	0	0
