genes	logFC	logCPM	LR	PValue	FDR
DNASE1L2	-0.025333765129072	9.50704078165925	70.6231343682516	4.32416415891383e-17	5.83770985077689e-17
SIGLEC12	-0.0253477845563337	9.50890825977331	25.5877501945142	4.22714451937133e-07	5.03090270555149e-07
C3orf80	-0.0253489652292169	9.5068106605261	103.276833146118	2.91441453790214e-24	4.23806137799705e-24
ARL6IP1P3	-0.0253525912243263	9.50683006916211	97.3263490431218	5.87927304999204e-23	8.43575590950928e-23
TBX21	-0.0253552885185736	9.50741860509115	50.7851760082335	1.030490764056e-12	1.32563229535183e-12
VDR	-0.0253663354471801	9.51673385112208	8.31807276903055	0.00392525447309682	0.00429958337649149
MYEOV	-0.0253755652020875	9.50839224901923	30.737398780876	2.95416052426697e-08	3.57940162906115e-08
ERG	-0.0253776417668409	9.50686982155563	89.9437517163547	2.45028106536368e-21	3.46118985021267e-21
TMEM220-AS1	-0.0253842859866742	9.51121543379923	15.1882833240452	9.73053023692057e-05	0.000110931398128891
RPL10P1	-0.0253884314306201	9.50692008130078	82.944076112964	8.44079323760806e-20	1.17328149156135e-19
KNG1	-0.0254349411914453	9.5068981557871	103.756184002699	2.28809799377905e-24	3.33119408644661e-24
ADAT3	-0.0254420043193646	9.51221567913672	13.1081632903552	0.000294011801117976	0.000331226372379929
TGM5	-0.0254581810695492	9.50681612821641	103.725756811363	2.32350877848849e-24	3.38225172243781e-24
KLRA1P	-0.0255173841904959	9.50695379000367	80.2540692546386	3.29233761117293e-19	4.54425013258416e-19
WT1	-0.0255189721184758	9.50681917209927	103.975646017223	2.04818258107513e-24	2.98321918758195e-24
ADAM20	-0.0255371323577388	9.50682007862762	104.05031956505	1.97242492007783e-24	2.87329833495081e-24
RP5-1106E3.1	-0.0255479388650525	9.50685110767468	95.6155896727619	1.39503524512327e-22	1.99414184697203e-22
HSPA8P9	-0.0255542058939365	9.50682091822943	104.120618610472	1.90366825581814e-24	2.774156207157e-24
PFN1P1	-0.0255554701118703	9.50689795830393	87.6760477185349	7.71024542498939e-21	1.08242291126885e-20
ICAM5	-0.0255761799460044	9.50788660510456	39.1554877061508	3.91361698987654e-10	4.87128245422486e-10
GAD2	-0.0255795040543748	9.50686642749392	94.3474394609989	2.64729127947421e-22	3.77629993639529e-22
LINC01569	-0.0255966047673513	9.51059327010353	17.2808038841577	3.22427707727964e-05	3.70923615776075e-05
LMO7DN	-0.025597495943793	9.50684234420556	98.3199279427413	3.55965658590165e-23	5.11711913645078e-23
SNORD3B-1	-0.0256145470270258	9.51066016940917	17.0856399792701	3.57314587817853e-05	4.10510531315625e-05
